GivenName,Surname,StreetAddress,City,State,ZipCode,EmailAddress,Gender,BloodType,Pounds
Brenda,McMaster,3956 Rosebud Avenue,Mountain Home,AR,72653,BrendaVMcMaster@dodgit.com,female,B+,103.2
Amanda,Lloyd,3261 White Lane,Macon,GA,31206,AmandaTLloyd@pookmail.com,female,A+,223.7
Sharon,Brooks,2200 Hillview Street,Columbia,SC,29201,SharonCBrooks@spambob.com,female,B-,202.2
Edward,Titsworth,1885 Khale Street,Johns Island,SC,29407,EdwardATitsworth@dodgit.com,male,A+,163.2
Stephanie,Relyea,2937 Buffalo Creek Road,Nashville,TN,37214,StephanieSRelyea@spambob.com,female,A+,114.4
Alisha,Renner,556 Graystone Lakes,Unionville,GA,31794,AlishaPRenner@dodgit.com,female,A+,190.5
David,Cool,2844 Haymond Rocks Road,Redmond,OR,97756,DavidLCool@pookmail.com,male,A+,170.1
Charles,Contreras,963 Pooh Bear Lane,Greenville,SC,29607,CharlesCContreras@dodgit.com,male,A+,235.4
Alfred,Magana,221 Bombardier Way,Southfield,MI,48075,AlfredKMagana@spambob.com,male,O+,229
Christopher,Ward,3547 Armbrester Drive,Rancho Dominguez,CA,90220,ChristopherJWard@pookmail.com,male,O-,154.2
Geraldine,Wilkie,591 Williams Mine Road,Somerville,NJ,08876,GeraldineTWilkie@pookmail.com,female,O+,190.5
Mark,Vang,3917 Jewell Road,Minneapolis,MN,55418,MarkSVang@spambob.com,male,O+,213
Randall,McKeen,2868 Poplar Lane,Doral,FL,33166,RandallAMcKeen@mailinator.com,male,B+,178.9
James,Moore,3452 Brown Avenue,Piedmont,SC,29673,JamesHMoore@spambob.com,male,O+,249
Linda,Clark,1254 Boone Street,Corpus Christi,TX,78476,LindaSClark@spambob.com,female,A+,203.7
Pasquale,Ratliff,3736 Orphan Road,Washburn,WI,54891,PasqualeDRatliff@trashymail.com,male,AB+,175.6
Bethany,Rogers,451 Denver Avenue,Corona,CA,91720,BethanyLRogers@dodgit.com,female,A+,197.6
Mildred,Lawrence,2853 Monroe Street,Houston,TX,77026,MildredCLawrence@mailinator.com,female,O+,190.5
Ronald,Rivera,4086 Stroop Hill Road,Monticello,GA,31064,RonaldJRivera@mailinator.com,male,O+,186.8
Constance,Chess,4118 Five Points,Hanover,MD,21076,ConstanceJChess@pookmail.com,female,A+,162.6
Harrison,Wilson,1715 Meadow Drive,Oklahoma City,OK,73102,HarrisonSWilson@dodgit.com,male,A-,222.6
John,Cannon,1029 Still Street,Sandusky,OH,44870,JohnDCannon@mailinator.com,male,A+,154.4
Petra,Cambell,3515 Clarence Court,Wilmington,NC,28412,PetraWCambell@dodgit.com,female,O-,182.8
Edward,Geren,2491 Comfort Court,Madison,WI,53703,EdwardKGeren@trashymail.com,male,O+,207.7
Abigail,Olivera,1776 Jadewood Farms,Madison,NJ,07940,AbigailJOlivera@dodgit.com,female,A+,136.4
Jannie,Mendoza,2360 Cantebury Drive,Garden City,NY,11530,JannieHMendoza@pookmail.com,female,B+,197.6
Corey,Lopez,451 Fowler Avenue,Newnan,GA,30263,CoreyTLopez@mailinator.com,male,O+,196.5
Michael,Hohn,630 Koontz Lane,Irvine,CA,92614,MichaelKHohn@mailinator.com,male,A+,153.8
Cindy,Crane,3932 Jacobs Street,Gibsonia,PA,15044,CindyCCrane@pookmail.com,female,O+,197.6
Lori,Choi,4651 Illinois Avenue,Tualatin,OR,97062,LoriPChoi@trashymail.com,female,B+,175.3
Deborah,Walker,2904 Richison Drive,Conrad,MT,59425,DeborahWWalker@trashymail.com,female,B+,140.6
Cindy,Ahearn,3233 Cinnamon Lane,San Antonio,TX,78209,CindyEAhearn@trashymail.com,female,B+,198
Linda,Norton,4332 Ersel Street,Dallas,TX,75247,LindaJNorton@mailinator.com,female,A+,199.3
Dale,Crigler,4184 Zimmerman Lane,Los Angeles,CA,90026,DalePCrigler@trashymail.com,male,O-,210.1
Hans,Givens,4589 Poling Farm Road,Omaha,NE,68114,HansJGivens@spambob.com,male,A+,198
Charlotte,Scott,1116 White Lane,Macon,GA,31201,CharlotteDScott@pookmail.com,female,A+,207.9
Cecil,Clinton,3602 Broadcast Drive,Monroe,NC,28112,CecilTClinton@mailinator.com,male,O+,184.6
Mary,Pittman,200 Allison Avenue,Toano,VA,23168,MaryCPittman@mailinator.com,female,O+,164.6
David,Diorio,4382 Lawman Avenue,Alexandria,VA,22302,DavidTDiorio@pookmail.com,male,B+,179.7
Diann,Hinckley,2705 Riverwood Drive,Anderson,CA,96007,DiannSHinckley@trashymail.com,female,O+,119.5
Gerald,Mendez,3598 Brown Bear Drive,Mira Loma,CA,91752,GeraldBMendez@spambob.com,male,A+,193.8
Willie,Simmons,4478 Gordon Street,Irvine,CA,92614,WillieVSimmons@spambob.com,male,B+,128
Doris,McClusky,4055 Valley View Drive,Boston,MA,02199,DorisCMcClusky@spambob.com,female,O-,121.4
Eddie,Swann,113 Bernardo Street,North Vernon,IN,47265,EddieFSwann@dodgit.com,male,A+,138.8
Reynaldo,Thomason,4301 Beechwood Drive,Pittsburgh,PA,15222,ReynaldoPThomason@pookmail.com,male,O+,220
Dewayne,Wilkinson,4594 Ersel Street,Dallas,TX,75216,DewayneMWilkinson@spambob.com,male,A+,210.5
Robert,Patterson,2254 Whiteman Street,Camden,NJ,08102,RobertJPatterson@trashymail.com,male,A+,207
William,Briggs,1169 Center Street,Jersey City,NJ,07304,WilliamLBriggs@dodgit.com,male,O+,152.2
Freeman,Malcolm,969 Bottom Lane,Orchard Park,NY,14127,FreemanDMalcolm@trashymail.com,male,A+,151.4
Jose,Foster,344 Fannie Street,San Angelo,TX,76903,JoseEFoster@mailinator.com,male,A+,236.5
Rachel,Everette,3759 Ashmor Drive,International Falls,MN,56649,RachelDEverette@mailinator.com,female,A+,113.1
Naomi,Goldberg,334 Ocala Street,Orlando,FL,32803,NaomiBGoldberg@dodgit.com,female,O+,158.8
Benjamin,Price,4840 Wilkinson Court,Fort Myers,FL,33901,BenjaminHPrice@pookmail.com,male,A+,150.5
Richard,Riddick,1426 Kimberly Way,Allendale,MI,49401,RichardPRiddick@pookmail.com,male,A-,202
Gail,Doyle,2681 Matthews Street,Stillman Valley,IL,61084,GailJDoyle@dodgit.com,female,B+,213.8
Shirley,Dye,4003 Goosetown Drive,Asheville,NC,28801,ShirleyJDye@trashymail.com,female,O+,163.2
Jennifer,Donaldson,4303 Jarvisville Road,Adrian,MI,49221,JenniferGDonaldson@trashymail.com,female,A+,191.6
Bill,Caudill,4919 Aviation Way,Irvine,CA,92614,BillICaudill@trashymail.com,male,O+,201.3
Christopher,Batson,401 Tavern Place,Beckley,WV,25801,ChristopherDBatson@trashymail.com,male,AB+,192.3
Keith,Peart,1725 Ingram Road,Winston Salem,NC,27101,KeithSPeart@mailinator.com,male,B+,148.7
Luis,Castano,334 Biddie Lane,Richmond,VA,23228,LuisKCastano@trashymail.com,male,A+,202.8
Tracy,Reese,2285 Johnson Street,Raleigh,NC,27604,TracyBReese@pookmail.com,female,A+,122.3
John,Clark,3409 Haymond Rocks Road,Ashland,OR,97520,JohnCClark@trashymail.com,male,B+,174.7
Shawn,Davis,1484 Kinney Street,Pittsfield,MA,01201,ShawnVDavis@pookmail.com,male,AB+,134.4
Samuel,Kern,1313 Jarvisville Road,Westbury,NY,11590,SamuelCKern@pookmail.com,male,O+,176.2
William,Phillips,2827 Middleville Road,Los Angeles,CA,90017,WilliamCPhillips@spambob.com,male,O+,189
Patrick,Plant,1623 Poplar Avenue,San Diego,CA,92111,PatrickBPlant@trashymail.com,male,B+,206.1
Brandon,Doyle,4954 Shady Pines Drive,Bowling Green,KY,42101,BrandonJDoyle@trashymail.com,male,O+,199.1
Richard,Lai,1085 Jefferson Street,Chesapeake,VA,23320,RichardDLai@dodgit.com,male,O+,243.1
Samuel,Blanche,4893 Chipmunk Lane,Portland,ME,04101,SamuelLBlanche@trashymail.com,male,B+,144.1
Martin,Blalock,3512 Flanigan Oaks Drive,Silver Spring,MD,20904,MartinBBlalock@dodgit.com,male,O+,176
Calvin,Storie,3525 Retreat Avenue,Westbrook,ME,04092,CalvinSStorie@pookmail.com,male,B+,164.1
Aaron,Ragland,4462 White River Way,Salt Lake City,UT,84101,AaronRRagland@trashymail.com,male,AB+,134.2
Jason,Straughter,2430 Vesta Drive,Chicago,IL,60620,JasonJStraughter@dodgit.com,male,O+,172
Alice,Lynn,1396 Grant View Drive,New Berlin,WI,53151,AliceDLynn@dodgit.com,female,A+,197.3
Terrance,Ryan,231 Walt Nuzum Farm Road,Rochester,NY,14620,TerranceARyan@trashymail.com,male,B+,149.6
Jill,McBride,1766 Bingamon Road,Cleveland,OH,44115,JillSMcBride@trashymail.com,female,A+,192.1
James,Granados,935 Delaware Avenue,San Francisco,CA,94107,JamesMGranados@dodgit.com,male,B+,236.5
Robert,Vaca,2066 Lochmere Lane,New London,CT,06320,RobertGVaca@pookmail.com,male,A-,236.5
Jill,Dolan,1974 Austin Secret Lane,Roosevelt,UT,84066,JillBDolan@trashymail.com,female,O+,128.5
Jacqueline,Snow,3262 Freshour Circle,Stockton,CA,95207,JacquelineLSnow@spambob.com,female,A+,142.3
Rachelle,Walker,614 Bassel Street,Hammond,LA,70401,RachelleCWalker@pookmail.com,female,A+,158.2
Maria,Ramirez,1315 Circle Drive,Houston,TX,77099,MariaSRamirez@spambob.com,female,A+,212.7
Linda,Cartwright,779 Deans Lane,Westbury,NY,11590,LindaJCartwright@spambob.com,female,B+,204.4
Darell,Smith,720 Bingamon Branch Road,Oak Brook,IL,60523,DarellJSmith@pookmail.com,male,A+,179.5
Kimberly,Vargas,4612 Beeghley Street,Glen Rose,TX,76043,KimberlyRVargas@mailinator.com,female,A-,178.2
Julia,Jackson,3907 Willis Avenue,De Bary,FL,32713,JuliaMJackson@spambob.com,female,B+,124.3
Bernard,Harkless,325 Kimberly Way,Grand Rapids,MI,49503,BernardMHarkless@pookmail.com,male,O+,166.1
Robert,Hankins,771 Nicholas Street,Ottawa,KS,66067,RobertDHankins@spambob.com,male,O+,207
Timothy,Roberts,3465 Rardin Drive,Moss Beach,CA,94038,TimothyHRoberts@pookmail.com,male,O+,152.5
John,Perez,2779 Kimberly Way,Grand Rapids,MI,49546,JohnMPerez@mailinator.com,male,O+,196.5
Christopher,Jones,724 Francis Mine,Chico,CA,95926,ChristopherCJones@pookmail.com,male,O-,192.3
James,Depue,4614 Parkview Drive,Houston,TX,77074,JamesTDepue@spambob.com,male,O+,232.8
Jerry,Vanslyke,1404 Burnside Avenue,Park City,UT,84060,JerryFVanslyke@spambob.com,male,O+,208.6
Beatrice,Bean,296 Davis Place,Belmore,OH,45815,BeatriceIBean@trashymail.com,female,A+,148.3
Kathryn,Wyche,840 Fairfield Road,Sheboygan Falls,WI,53085,KathrynJWyche@spambob.com,female,O+,198
Lisa,Green,444 College Avenue,Dayton,OH,45414,LisaCGreen@mailinator.com,female,A+,220.7
William,Mattson,3221 Stockert Hollow Road,North Bend,WA,98045,WilliamJMattson@pookmail.com,male,A+,159.7
Jillian,Howard,2516 Alfred Drive,Bronx,NY,10458,JillianNHoward@dodgit.com,female,O+,141.2
Robin,Harris,2735 Poe Lane,Kansas City,KS,64106,RobinKHarris@spambob.com,female,O+,143
Loma,Currier,3740 Sycamore Fork Road,Deerfield Beach,FL,33442,LomaLCurrier@mailinator.com,female,AB+,108.7
Delores,Diaz,1878 B Street,Saint Paul,MN,55104,DeloresWDiaz@dodgit.com,female,A+,207.9
Juanita,Mason,2558 Austin Avenue,Omega,GA,31775,JuanitaDMason@trashymail.com,female,B+,197.1
Leroy,Nale,2289 Richland Avenue,Spring,TX,77386,LeroyENale@dodgit.com,male,O+,216.7
Charles,Teague,2901 Pineview Drive,Rehoboth,MA,02769,CharlesNTeague@trashymail.com,male,A+,229.7
Howard,Fletcher,580 Larry Street,Milwaukee,WI,53216,HowardRFletcher@spambob.com,male,B+,220.4
James,Killian,533 Wiseman Street,Knoxville,TN,37929,JamesDKillian@pookmail.com,male,A+,222.4
Judith,Decker,3773 Junior Avenue,Atlanta,GA,30318,JudithJDecker@dodgit.com,female,A-,106.9
Angela,Thomas,2065 Snider Street,Englewood,CO,80112,AngelaDThomas@spambob.com,female,O+,145.6
Diane,Johnson,488 Rafe Lane,Jackson,MS,39213,DianeDJohnson@spambob.com,female,B+,190.1
Charlene,Flores,4317 Goosetown Drive,Charlotte,NC,28202,CharleneJFlores@trashymail.com,female,O+,193.4
Shirley,Wheeler,1053 Sweetwood Drive,Arvada,CO,80002,ShirleyRWheeler@pookmail.com,female,O+,201.7
Chantell,Palmisano,4544 Saint Clair Street,Greenwood,MS,38903,ChantellJPalmisano@dodgit.com,female,O-,124.1
James,Bryson,1151 Quilly Lane,Worthington,OH,43085,JamesTBryson@pookmail.com,male,O+,195.6
Christopher,Fowler,2611 Sussex Court,Dallas,TX,75207,ChristopherKFowler@dodgit.com,male,O+,172.9
Roy,Gravois,2079 Geraldine Lane,Elmsford,NY,10523,RoyAGravois@dodgit.com,male,A-,210.1
Gladys,Hall,3004 Elk Avenue,Rives Junction,MI,49277,GladysHHall@mailinator.com,female,A+,129.6
Michael,Smith,415 Taylor Street,New York,NY,10011,MichaelLSmith@mailinator.com,male,O+,211
Kathryn,Bell,1358 Hamill Avenue,San Diego,CA,92103,KathrynWBell@pookmail.com,female,O+,165.7
Tami,Smith,12 Edsel Road,Los Angeles,CA,90017,TamiJSmith@pookmail.com,female,AB+,120.3
Neil,Whipple,4939 Shingleton Road,Climax,MI,49034,NeilLWhipple@dodgit.com,male,O+,216.9
Suzanne,Neese,394 Williams Lane,Wichita,KS,67202,SuzanneDNeese@spambob.com,female,O+,106.9
James,Berry,2433 White Avenue,Alice,TX,78332,JamesFBerry@trashymail.com,male,B+,234.5
Mark,Dennison,3590 Quilly Lane,Columbus,OH,43215,MarkNDennison@spambob.com,male,A-,200.2
Joanne,Hall,4093 Lords Way,Milledgeville,TN,38359,JoanneEHall@pookmail.com,female,O-,208.6
John,Williams,1939 Shinn Avenue,West Alexander,PA,15376,JohnWWilliams@pookmail.com,male,O+,191.2
Charlie,Kruse,186 Irish Lane,La Crosse,WI,54601,CharlieLKruse@mailinator.com,male,A+,172.9
Ida,Margolis,1250 Oakwood Avenue,New York,NY,10022,IdaWMargolis@pookmail.com,female,O+,107.4
Bruce,Cunningham,114 Finwood Road,Freehold,NJ,07728,BruceCCunningham@dodgit.com,male,AB+,187.9
Leslie,Kania,2954 Rafe Lane,New Albany,MS,38652,LeslieLKania@spambob.com,male,O+,160.8
Lynda,Sherwood,3367 Orphan Road,Green Bay,WI,54303,LyndaISherwood@dodgit.com,female,A+,172.5
Laura,Collier,4891 Gateway Road,Portland,OR,97232,LauraDCollier@trashymail.com,female,A+,129.8
Elizabeth,McKinney,898 Anthony Avenue,San Angelo,TX,76901,ElizabethJMcKinney@pookmail.com,female,AB+,139.9
Edith,Weber,2503 Godfrey Road,Manhattan,NY,10016,EdithGWeber@mailinator.com,female,O+,149.8
Mary,Patterson,170 Clover Drive,Colorado Springs,CO,80903,MaryJPatterson@trashymail.com,female,O+,156
Peter,Kuebler,1632 Post Avenue,Brimson,MN,55602,PeterEKuebler@dodgit.com,male,O+,178.6
Jean,Talbot,3544 Kessla Way,Society Hill,SC,29593,JeanATalbot@spambob.com,female,O+,162.4
Belva,Payne,1868 Byrd Lane,Albuquerque,NM,87108,BelvaJPayne@trashymail.com,female,O+,185.2
Raul,Anglin,1647 Memory Lane,Kankakee,IL,60901,RaulPAnglin@dodgit.com,male,O+,223.5
Mary,Peralez,2303 Oakridge Lane,Macon,GA,31201,MaryDPeralez@mailinator.com,female,B+,200.2
James,Fonville,3561 Kemper Lane,Salt Lake City,UT,84111,JamesJFonville@mailinator.com,male,AB+,139.7
Donald,Kelly,3027 Buck Drive,West Valley City,UT,84119,DonaldAKelly@trashymail.com,male,A-,205.5
Shana,McMakin,3962 Jewell Road,Minneapolis,MN,55415,ShanaAMcMakin@mailinator.com,female,A+,130.7
Anthony,Thompson,146 Quincy Street,Philadelphia,PA,19108,AnthonyHThompson@pookmail.com,male,B+,247.1
Rickey,Jones,664 Kenwood Place,Fort Lauderdale,FL,33306,RickeyAJones@spambob.com,male,B+,209.7
June,Lima,2152 Cunningham Court,Farmington Hills,MI,48331,JuneWLima@pookmail.com,female,O+,158.2
Kenneth,Johnson,3927 Farland Street,Walpole,MA,02081,KennethTJohnson@pookmail.com,male,A+,170.7
Cheryl,Prado,2895 Rhapsody Street,Inverness,FL,32650,CherylJPrado@mailinator.com,female,A+,180.6
Gertrude,Martinez,586 American Drive,Camden,NJ,08104,GertrudeSMartinez@dodgit.com,female,O+,195.6
David,Quinn,1062 Woodridge Lane,Memphis,TN,38127,DavidGQuinn@pookmail.com,male,B+,197.6
Robert,Guill,4860 Milford Street,Manchester,NH,03109,RobertJGuill@mailinator.com,male,AB+,231.9
Marsha,Hysell,4060 Coventry Court,Baton Rouge,LA,70806,MarshaEHysell@spambob.com,female,O+,162.8
Nikole,Washington,2057 Granville Lane,Newark,NJ,07102,NikoleJWashington@pookmail.com,female,A+,213
John,Sherwood,3759 Arrowood Drive,Jacksonville,FL,32216,JohnKSherwood@pookmail.com,male,A+,147.2
Erin,Fisher,1213 Lakewood Drive,Englewood,NJ,07631,ErinJFisher@pookmail.com,female,B-,115.1
Samuel,House,2432 Mount Olive Road,Decatur,GA,30030,SamuelTHouse@pookmail.com,male,AB+,234.7
Andrea,Bianco,377 Fancher Drive,Dallas,TX,75248,AndreaJBianco@trashymail.com,female,B+,150.9
Kristy,Fortin,4737 Hawks Nest Lane,Saint Louis,MO,63146,KristyJFortin@pookmail.com,female,O+,150.3
Chris,Evans,1709 Gnatty Creek Road,Deerpark,NY,11729,ChrisMEvans@pookmail.com,female,B+,142.1
Cassandra,Hayles,2572 Hickman Street,Oak Brook,IL,60523,CassandraSHayles@pookmail.com,female,B+,139.3
Jeff,Caldwell,1801 John Calvin Drive,Cicero,IL,60650,JeffDCaldwell@pookmail.com,male,O-,252.1
Toney,Ching,803 Irish Lane,Onalaska,WI,54650,ToneyNChing@dodgit.com,male,O+,148.7
Martha,Morrill,1704 Sand Fork Road,North Judson,IN,46366,MarthaJMorrill@pookmail.com,female,O+,221.8
Amy,McGowan,3198 Roguski Road,Alexandria,LA,71301,AmyAMcGowan@mailinator.com,female,O+,183.5
Jay,Meadows,4045 Hart Country Lane,Blue Ridge,GA,30513,JayKMeadows@pookmail.com,male,O-,160.2
Theresa,Morgan,1835 Frank Avenue,Amherst,MA,01002,TheresaWMorgan@trashymail.com,female,O+,107.8
Frank,Gerard,239 Pearcy Avenue,Auburn,IN,46706,FrankRGerard@pookmail.com,male,O+,167.6
Frances,Wong,2129 Del Dew Drive,Beltsville,MD,20705,FrancesJWong@mailinator.com,female,O+,159.3
Kim,McCoin,91 Ruckman Road,Edmond,OK,73034,KimJMcCoin@mailinator.com,female,O+,189.6
Arlene,Gardner,3546 Feathers Hooves Drive,New York,NY,10011,ArleneJGardner@dodgit.com,female,AB+,207.7
Daisy,Gilleland,2337 Nixon Avenue,Johnson City,TN,37601,DaisyMGilleland@mailinator.com,female,A+,177.1
Eric,Barboza,1244 Pine Street,Springdale,PA,15144,EricDBarboza@mailinator.com,male,O+,135.7
Alfred,Poole,2723 Dale Avenue,Tacoma,WA,98423,AlfredKPoole@trashymail.com,male,A+,209.2
Dawn,Waltz,1497 Oral Lake Road,Eagan,MN,55121,DawnDWaltz@pookmail.com,female,O+,221.3
William,Sharpe,2905 Brown Bear Drive,Los Angeles,CA,90017,WilliamSSharpe@dodgit.com,male,O+,207
Patricia,Kost,2330 Columbia Boulevard,Elkridge,MD,21227,PatriciaRKost@mailinator.com,female,A+,159.1
Max,Thorne,94 Joseph Street,Milwaukee,WI,53213,MaxOThorne@trashymail.com,male,A+,202.8
Monica,Glenn,4640 Peck Court,San Juan Capistrano,CA,92675,MonicaJGlenn@spambob.com,female,O+,223.5
Felisa,King,2139 Reeves Street,Tisch Mills,WI,54240,FelisaMKing@trashymail.com,female,A+,157.3
Kathy,Mena,625 Fantages Way,West Enfield,ME,04493,KathyPMena@spambob.com,female,A+,180
May,Allen,3369 Farland Avenue,Victoria,TX,77901,MaySAllen@spambob.com,female,B+,193.8
Michael,Strain,2133 Orchard Street,Bloomington,MN,55437,MichaelMStrain@trashymail.com,male,O+,173.4
Michael,Schott,3983 Losh Lane,Wilkinsburg,PA,15221,MichaelRSchott@pookmail.com,male,O+,234.3
Lucas,Johnson,4110 Boundary Street,Jacksonville,FL,32216,LucasJJohnson@pookmail.com,male,O+,172.3
James,Ross,4671 Canis Heights Drive,Los Angeles,CA,90017,JamesJRoss@trashymail.com,male,O-,157.1
Joanne,Moore,515 Spinnaker Lane,Dekalb,IL,60115,JoanneJMoore@mailinator.com,female,B+,181.7
James,Lugo,928 Anmoore Road,Bayside,NY,11361,JamesMLugo@trashymail.com,male,O+,245.3
Antoinette,Valley,3179 Boone Crockett Lane,Bellingham,WA,98225,AntoinetteSValley@pookmail.com,female,O+,188.5
Phyllis,Ortiz,3389 Woodstock Drive,El Monte,CA,91731,PhyllisDOrtiz@trashymail.com,female,O+,168.3
Melissa,Holman,1253 Devils Hill Road,Jackson,MS,39211,MelissaWHolman@mailinator.com,female,O+,145.9
Kimberly,Fulton,612 Pinewood Avenue,Bessemer,MI,49911,KimberlyRFulton@trashymail.com,female,B+,212.1
Julie,Whitaker,2735 Rodney Street,Overland,MO,63114,JulieSWhitaker@trashymail.com,female,B-,173.6
Michael,Diaz,2641 Emerson Road,Winnfield,LA,71483,MichaelMDiaz@trashymail.com,male,A+,225.5
Jesse,Jones,2406 Timbercrest Road,Anchorage,AK,99503,JesseNJones@dodgit.com,male,B+,243.5
Robert,Cooley,4312 Vineyard Drive,Independence,OH,44131,RobertBCooley@pookmail.com,male,O+,248.8
Ronald,Berwick,1966 Boone Street,Corpus Christi,TX,78476,RonaldBBerwick@dodgit.com,male,B+,140.4
Fred,Hill,4032 Buckhannan Avenue,East Syracuse,NY,13057,FredEHill@spambob.com,male,A+,146.7
Kenneth,Malone,2814 Arlington Avenue,Paragould,AR,72450,KennethVMalone@mailinator.com,male,B+,174.5
Teresa,Davis,2491 George Street,Brooksville,FL,34601,TeresaDDavis@pookmail.com,female,O+,164.6
Megan,Weaver,2028 Bernardo Street,Evansville,IN,47712,MeganBWeaver@mailinator.com,female,B+,156.6
Jessica,Walker,3881 Hickory Street,Orem,UT,84058,JessicaDWalker@spambob.com,female,AB+,140.1
Michael,Evans,4052 Chestnut Street,Winter Haven,FL,33830,MichaelREvans@pookmail.com,male,A+,216.7
Tim,McMahon,3005 Hickory Ridge Drive,Las Vegas,NV,89101,TimGMcMahon@spambob.com,male,B+,163.9
George,Jordan,3583 White Pine Lane,Harrisonburg,VA,22802,GeorgeKJordan@trashymail.com,male,A+,153.6
James,Jones,3601 Pinewood Avenue,Kinross,MI,49752,JamesKJones@spambob.com,male,O+,214.1
Tom,Golding,3642 Cessna Drive,Fort Wayne,IN,46802,TomCGolding@dodgit.com,male,O+,197.8
Patty,Blake,758 Jennifer Lane,Morrisville,NC,27560,PattyWBlake@dodgit.com,female,A+,158.4
Nakia,McDonald,4424 Charter Street,Kansas City,KS,64108,NakiaJMcDonald@dodgit.com,female,O+,140.1
Roscoe,Beatty,2190 Bridge Street,Mannford,OK,74044,RoscoeABeatty@trashymail.com,male,B+,244.6
Eric,Cobb,4644 Seth Street,Ozona,TX,76943,EricJCobb@dodgit.com,male,B+,172.7
Sarah,Murphy,1001 Wilson Avenue,Dallas,TX,75240,SarahWMurphy@spambob.com,female,O-,167.6
Roberta,Jurgens,2967 Jail Drive,Los Angeles,CA,90067,RobertaNJurgens@pookmail.com,female,B+,148.1
Barbara,Frost,1577 Travis Street,Fort Pierce,FL,34950,BarbaraKFrost@trashymail.com,female,A+,181.5
Ron,Moore,4981 Moore Avenue,Fort Worth,TX,76106,RonTMoore@spambob.com,male,AB+,142.3
James,Moore,208 Lost Creek Road,Golden Valley,MN,55427,JamesSMoore@dodgit.com,male,O+,163.9
Mary,Valentine,2429 Berkley Street,Norristown,PA,19403,MaryCValentine@spambob.com,female,A+,151.8
Jessica,Reid,4616 Hill Street,Swanton,OH,43558,JessicaJReid@mailinator.com,female,A+,137.7
Luke,Crouch,3008 Fantages Way,Brunswick,ME,04011,LukeRCrouch@spambob.com,male,B+,238.5
Karen,Haslett,3233 Shobe Lane,Denver,CO,80216,KarenGHaslett@spambob.com,female,B+,191.2
John,McCabe,2351 Farland Avenue,Victoria,TX,77901,JohnMMcCabe@trashymail.com,male,A+,253.4
Marie,Banks,4800 Milford Street,Manchester,NH,03101,MarieMBanks@mailinator.com,female,O+,190.1
Steven,Triplett,3658 Marion Street,Springfield,VT,05156,StevenTTriplett@spambob.com,male,O+,244
Roy,Trimble,4433 Hog Camp Road,Chicago,IL,60607,RoyMTrimble@dodgit.com,male,B+,209.2
Tammara,Houle,1411 Liberty Street,Plano,TX,75086,TammaraJHoule@pookmail.com,female,A+,167
Mildred,Johnson,3226 Goldie Lane,Norwood,OH,45212,MildredMJohnson@trashymail.com,female,O+,117
Luis,Mejia,1324 Devils Hill Road,Jackson,MS,39042,LuisEMejia@spambob.com,male,B+,254.1
Karen,Huber,1001 Heather Sees Way,Tulsa,OK,74105,KarenJHuber@spambob.com,female,A+,163.9
Star,Spiegel,1332 Irving Place,Saint Louis,MO,63101,StarWSpiegel@pookmail.com,female,B+,216.9
Melba,Campos,2308 Clay Street,Indianapolis,IN,46214,MelbaHCampos@mailinator.com,female,O+,169.6
Justin,Bowman,1642 Poplar Lane,Miami,FL,33012,JustinJBowman@spambob.com,male,O+,187.9
